SMILES,logBCF
NC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O,-0.52
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-0.52
O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)O)cc1,-0.54
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,-0.66
Nc1cccnc1,-0.7
C[N+](C)(C)Cc1ccccc1,-0.7
NC(N)=S,-0.7
O=C(O)C(O)(c1ccccc1)c1ccccc1,-0.7
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,-0.7
O=C(O)C1CC=CCC1C(=O)O,-0.7
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,-0.8
O=c1[nH]c(=O)[nH]c(=O)[nH]1,-1
Nc1c(Cl)cc(-c2cc(Cl)c(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,-1
O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,-1
CC(O)CN(CC(C)O)CC(C)O,-1.22
Clc1ccc(Oc2ccccc2)c(Cl)c1,3.97
ClC1=C(Cl)C2(Cl)C(Cl)CC1(Cl)C2(Cl)Cl,4.05
ClC1=C(Cl)C2(Cl)CC1(Cl)C(Cl)=C2Cl,3.81
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,1.13
CCCN(CCC)C(=O)SCC,1.78
CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,1.7
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,3.66
C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,3.54
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,3.45
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,3.41
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.41
CCCCCCCC[Si](OCC)(OCC)OCC,3.26
CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,3.21
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,3.13
CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,3.13
C=C(C)C1CC2C=CC1C2,2.98
C=CC1CCC(C2CCC(CCC)CC2)CC1,2.89
O=C(OC1CCCCC1)c1ccccc1O,2.88
CCCC1CCC(c2ccc(I)cc2)CC1,2.83
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1,2.82
CCOCOC1CCCCCCCCCCC1,2.74
CCOc1ccc(Br)c(F)c1F,2.69
Cc1cc(-c2cc(C)c(O)c(C)c2C)c(C)c(C)c1O,2.65
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.58
Cn1cc(C(O)=Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,2.57
Cc1ccccc1Oc1ccccc1C,2.52
N#CC(=C1CCCCC1)c1ccccc1,2.5
C=C(C)C(=O)OCCOCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCC,2.5
O=C1C(c2ccc3cc(S(=O)(=O)O)cc(N4C(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c5C4=O)c3n2)=C(O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,2.48
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.48
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,2.46
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.35
c1ccc2c(OCC3CO3)c3ccccc3c(OCC3CO3)c2c1,2.29
CC(=O)OC1CCCCC1C(C)(C)C,2.28
CC(S)CC(=O)OCC(COC(=O)CC(C)S)(COC(=O)CC(C)S)COC(=O)CC(C)S,2.23
FC(F)(F)c1ccc(Cl)cc1,2.21
CCCc1ccc(C2OC(C(O)CO)C3OC(c4ccc(CCC)cc4)OC(CCC)C3O2)cc1,2.18
CC=CC(=O)C1C(C)C=CCC1(C)C,2.14
CC(C)C1CCC(C)(c2ccc(O)cc2)CC1c1ccc(O)cc1,2.12
C=CC1CCC(C2CCC(c3ccc(C)cc3)CC2)CC1,2.08
CCCCCC1CCC(c2ccc(OCC)c(F)c2F)CC1,2.07
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,2.02
CCCCCCCCCC[n+]1cccc(COCCCCOCc2ccc[n+](CCCCCCCCCC)c2)c1,2
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,1.98
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,1.95
CCCc1ccc(-c2ccc(-c3ccc(CC)cc3)cc2F)cc1,1.93
O=C(c1ccccc1)c1cc(Cl)ccc1Cl,1.89
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.89
CCCC1CCC(c2ccc(OCC)c(F)c2F)CC1,1.87
C=C(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.87
C1CC[N+]2(C1)CCCC2,1.85
CCCc1ccc(-c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1,1.81
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)NC(=O)Nc1cccc(-c2nn3nc(C(C)(C)C)c(Cl)c3[nH]2)c1,1.81
CCCCN(CCCC)c1ccc([N+](=C2C=CC(=[N+](c3ccc(N(CCCC)CCCC)cc3)c3ccc(N(CCCC)CCCC)cc3)C=C2)c2ccc(N(CCCC)CCCC)cc2)cc1,1.8
CC(C)CC(C)c1sccc1N,1.78
CCCCC(CC)C(=O)OCCOc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(O)c1,1.77
CC(C)(C)c1ccc(O)c([N+](=O)[O-])c1,1.76
CCCCC(CC)COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.76
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.76
O=C(O)C1CC2CC1C1C3C=CC(C3)C21,1.72
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.72
CC=CC=CC=CC=CC1CC(=O)N(CCCCCC(=O)O)C1=O,1.71
CCn1cc[n+](C)c1C,1.71
FP1(F)=NP(F)(F)=NP(F)(Oc2ccccc2)=N1,1.71
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,1.69
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,1.68
Oc1ccc(-c2ccccc2)cc1,1.65
c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,1.64
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,1.61
CC(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C1C(=O)Oc2ccc(C(C)(C)CC(C)(C)C)cc21,1.59
Cc1cc(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=Nc4c(Nc5ccccc5)ccc5c(O)c(N=Nc6ccc7c(O)c(N=Nc8ccccc8S(=O)(=O)O)c(S(=O)(=O)O)cc7c6)c(S(=O)(=O)O)cc45)ccc3c2O)c(OCCCS(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,1.59
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.57
CC[NH+](CC)CCCNc1nc(NCCC[NH+](CC)CC)nc(Nc2ccc3c(O)c(N=Nc4ccc5[nH]c(=O)[nH]c5c4)c(S(=O)(=O)O)cc3c2)n1,1.52
CCCCCCCCCCCCSCCC(=O)Oc1cc(C)c(Sc2cc(C(C)(C)C)c(O)cc2C)cc1C(C)(C)C,1.49
O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1.48
COC(F)(F)C(F)(F)C(F)(F)F,1.46
[N-]=[N+]=C(S(=O)(=O)C1CCCC2(C1)OCCO2)S(=O)(=O)C1CCCC2(C1)OCCO2,1.43
O=P(O)(O)c1ccccc1,1.42
CC1CCCCC1NC(=O)CC(CC(=O)NC1CCCCC1C)C(=O)NC1CCCCC1C,1.41
CCCCc1ccc(-c2ccc(-c3cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c3)c(F)c2)cc1,1.41
CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,1.3
CCC(COCC(F)(F)C(F)(F)F)OC(=O)CC(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)C(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)S(=O)(=O)O,1.29
CCCC1CCC(C2CCC(C(F)(F)Oc3cc(F)c(F)c(F)c3)CC2)CC1,1.28
Cc1c(C#N)c(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(S(=O)(=O)O)cc2)c1N=Nc1nc(-c2ccc3ccccc3c2)c(N=Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,1.28
CCOC(=O)C(=Cc1ccc(C=C(C(=O)OCC)C(=O)OCC)cc1)C(=O)OCC,1.28
Cc1ccc(C2OC3COC(c4ccc(C)c(C)c4)OC3C(C(O)CO)O2)cc1C,1.23
CSc1c(C)cc(O)cc1C,1.16
CCCCOCCCN1C(C(C(=O)Nc2cc(C(C)(C)C)ccc2SCC(CC)CCCC)N2C(=O)OC(C)(C)C2=O)=Nc2ccccc2S1(=O)=O,1.11
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.08
O=C1C2C3C=CC(C3)C2C(=O)N1c1ccccc1,1.08
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.08
CCCCCCC(CCCC)COCC(C[N+]1=Cc2ccccc2CC1)OS(=O)(=O)O,1.03
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,1.01
CN1CCOCC1,1
COc1ccccc1NC(=O)C(N=Nc1ccc(S(=O)(=O)O)cc1[N+](=O)[O-])C(C)=O,1
C[N+]1([O-])CCOCC1,1
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,0.98
CCC(C)NC1CCC(CC2CCC(NC(C)CC)CC2)CC1,0.93
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,0.93
C1CN2CCN1CC2,0.85
CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,0.78
O=C1CN2CCC1CC2,0.77
COC(=O)c1nc[nH]c1C(=O)OC,0.77
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,0.76
NNC(=O)NN,0.65
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,0.6
CCCCOP(=O)(O)OCCCC,0.59
Cc1cc(Cl)nc(Cl)c1C#N,0.59
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,0.54
CCc1cccc(C)c1Nc1ccc(Nc2c(C)cccc2CC)c2c1C(=O)c1ccccc1C2=O,0.54
O=S(=O)(O)c1ccc2c(ccc3nn(-c4ccc(N=Nc5ccc(C=Cc6ccc(-n7nc8cc(S(=O)(=O)O)c9ccccc9c8n7)cc6S(=O)(=O)O)c(S(=O)(=O)O)c5)cc4)nc32)c1,0.52
CC(=O)C(N=Nc1cc(Cl)c(-c2cc(Cl)c(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)cc2Cl)cc1Cl)C(=O)Nc1ccc(C)cc1C,0.49
CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0.49
COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,0.49
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,0.49
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0.49
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,0.49
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,0.49
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0.49
COc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0.49
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,0.49
COc1ccc(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccc7c(O)c(N=Nc8ccccc8S(=O)(=O)O)c(S(=O)(=O)O)cc7c6)c(O)c5c4N)ccc3c2O)c(S(=O)(=O)O)c1,0.48
C1CN(CCOCCN2CCOCC2)CCO1,0.48
CC(C)(C)c1nn(-c2nc(O)nc(-n3nc(C(C)(C)C)c(N=Nc4c(C#N)cnn4-c4cc(C(=O)O)cc(C(=O)O)c4)c3N)n2)c(N)c1N=Nc1c(C#N)cnn1-c1cc(C(=O)O)cc(C(=O)O)c1,0.4
CN(C)CCCNC(N)=O,0.36
O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,0.26
COC(=O)c1ccc(OC(=O)c2cc(OC)c(OC)cc2OC)cc1,0.26
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)([O-])Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)C2,0.24
COC(OC)N(C)C,-0.12
Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,-1
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,2.48
Brc1cc(Br)cc(-c2cc(Br)cc(Br)c2)c1,1.26
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,3.84
Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,1.07
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,1.9
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,1.75
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,1.23
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1.9
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,1.98
CC(C)OP(C)(=O)OC(C)C,0
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(Cl)cc1,1.87
[O-][Cl+3]([O-])([O-])O,-0.17
CCCCCCCCCCC(C)c1ccccc1,2.17
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,5.11
CC(C)c1ccc(-c2ccc(Cl)cc2)cc1,3.04
CC(C)c1ccc(-c2cc(Cl)cc(Cl)c2)cc1,3.04
Brc1ccc(-c2cc(Br)cc(Br)c2)cc1,1.92
Brc1cc(Br)cc(-c2ccccc2)c1,0.81
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.11
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1.92
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1.87
Cc1cc([N+](=O)[O-])c(N(CCCl)CCCl)c([N+](=O)[O-])c1,1.62
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.59
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.51
CCCCCCCCCCCCCCCCOS(=O)(=O)O,1.86
CCCCCCCCCCCCCCOS(=O)(=O)O,1.04
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,1.4
CN(C)C(=S)S,1.95
S=C(S)NCCNC(=S)S,1.53
Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,2.85
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.79
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2.1
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,2.38
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,1.18
O=C(O)C1C2CCC(O2)C1C(=O)O,1
COP(=O)(NC(C)=O)SC,-1.28
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,5.29
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,4.63
Brc1ccc2[nH]ccc2c1,1.15
CCc1cccc(CC)c1N,2.08
COc1ccccc1,1.34
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,2.69
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,1.11
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,-0.48
COc1ccc(C(=O)c2ccccc2)c(O)c1,1.97
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,2.16
CC(C)(C)c1cccc(C(C)(C)C)c1O,2.82
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,3.08
CCOP(=S)(OCC)SCSCC,1.95
CCCSP(=O)(OCC)SCCC,1.23
COc1nc(NC(C)C)nc(NC(C)C)n1,0.89
C#CC(C)N(C(=O)CCl)c1ccccc1,0.95
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,3.15
CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.3
CCCCCCc1ccc(O)cc1,2.29
c1ccc2cc3cc4ccccc4cc3cc2c1,2.41
CC(C)CCCCCCc1ccc(O)cc1,2.4
O=[N+]([O-])O[U](=O)(=O)O[N+](=O)[O-],1.57
CN(C)CCOC(c1ccccc1)c1ccccc1,1.73
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,0.72
CC(C)(c1ccccc1)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,3.45
CCCCCCC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,2.84
Cc1cccc(C)c1N,0.45
c1ccc2nc3ccc4ccccc4c3cc2c1,2.03
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,-0.3
Cc1cc(Br)c(C)cc1Br,3.16
Cc1cc(Br)ccc1Br,2.67
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,3.97
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,1.42
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,4
CCCCSP(=O)(SCCCC)SCCCC,2.96
CCC(=O)Nc1ccc(Cl)c(Cl)c1,2.05
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,2.71
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,2.72
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.5
Brc1cccc(Br)c1-c1c(Br)cccc1Br,4.97
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.58
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,1.89
COP(=S)(OC)Oc1ccccc1,1.89
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,3.98
Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,3.94
Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,3.92
Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,3.57
Clc1ccc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,2.78
CCc1cccc(-c2cccc(CC)c2)c1,3.76
Clc1cc(Cl)c2cc(Cl)ccc2c1,4.43
CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,4.35
CC(C)(C)CC(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,3.92
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,3.9
Clc1cccc2cccc(Cl)c12,3.79
CC(C)CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,3.76
CC(C)C(C)C(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,3.71
COc1c(Cl)c(Cl)cc(Cl)c1Cl,3.69
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,3.58
Cc1ccc2c(ccc3ccccc32)c1,3.48
COc1c(Cl)cc(Cl)c(Cl)c1Cl,3.34
Clc1cc2oc3c(Cl)c(Cl)cc(Cl)c3c2c(Cl)c1Cl,3.2
CCCCC(CC)C(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,3.19
COc1cc(Cl)c(Cl)c(Cl)c1,3.09
Clc1cc(Cl)c2c(oc3c(Cl)cc(Cl)c(Cl)c32)c1Cl,2.96
CCCCCCCc1ccc(OC(F)(F)C(F)F)cc1,2.96
CCCCCCC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,2.85
Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl,2.72
Cc1c(Cl)cccc1[N+](=O)[O-],1.99
Cc1ccc(Cl)cc1[N+](=O)[O-],1.92
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,1.42
CC1CNC(=S)N1,1
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.99
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.43
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,3.624455366
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,1.926301279
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,1.554077081
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,1.59
CCSC(=O)N1CCCCCC1,2.47
NC(=O)c1c(Cl)cccc1Cl,1
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,6.06
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,5.88
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,5.88
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,5.88
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,5.18
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,4.58
Clc1ccc(-c2ccccc2Cl)cc1Cl,4.57
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.72
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,3.6
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,3.6
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3.55
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.4
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,3.09
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,3.02
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,2.78
CCOP(=S)(OCC)SCSC(C)(C)C,2.73
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.65
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,2.27
CCNc1nc(NC(C)(C)C)nc(SC)n1,1.95
CCOP(=S)(CC)Sc1ccccc1,1.89
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,1.68
COP(=S)(OC)SCn1nnc2ccccc2c1=O,1.54
O=C(O)CNCP(=O)(O)O,1.4
CCNc1nc(NC(C)CC)nc(OC)n1,1.2
CSc1nnc(C(C)(C)C)c(=O)n1N,1.02
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.93
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,4.85
Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,4.85
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,4.81
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,4.81
Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,4.71
Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,4.58
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,4.56
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,4.46
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,4.39
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,4.38
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,4.28
