SMILES,SM1_Dz(p),SpMaxA_B(s),P_VSA_v_3,P_VSA_p_2,MLOGP2,LOGP99,ESOL,BLTA96,logBCF
O(c1cc(c(cc1Cl)I)Cl)P(OC)(OC)=S,-0.968997028,0.31905449,185.7390049,20.76489076,12.96599689,4.494099911,-5.125493635,-4.830832806,3.62
O=[N+]([O-])c1cc(c(c(c1(NC(CC)CC))[N+](=O)[O-])C)C,-2.028148247,0.390954597,64.48752056,130.8446811,12.57713432,4.766740009,-4.146805104,-4.77642557,3.71
ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl,0.768347413,0.399217503,260.8455724,0,16.9029081,4.388099864,-4.663596823,-5.341314643,3.806179974
ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl,0.768347413,0.522655637,249.5243537,0,13.38823371,4.757399857,-4.306097672,-4.888993538,3.82
CCCCCCCC(C(C)(C)C)C,-3.90799E-14,0.299778815,59.33321174,0,32.12366559,5.029100046,-4.240510133,-6.897774307,3.34
CCCSP(=S)(Oc1ccc(cc1Cl)Cl)OCC,-0.538362967,0.279693037,221.9960542,13.84326051,13.16548538,5.776399906,-5.027055316,-4.858427397,3.77
CC(C=C(CC(C)C)C)C,1.95399E-14,0.410402458,59.32237547,0,14.18616972,3.634800047,-3.249575785,-4.996453202,3.29
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-0.968997028,0.31905449,185.7390049,20.76489076,12.96599689,4.494099911,-5.125493635,-4.830832806,3.624455366
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.932793804,0.326419639,341.1940047,0,37.91251027,7.296099827,-7.06554823,-7.38731356,3.83
CCCCC(CCC=C)CC,-3.55271E-15,0.387069785,58.10076643,0,16.46670825,4.169000044,-3.292314586,-5.287919202,3.43
CCCCCCCC(C)C(C)(C)C,3.55271E-15,0.299778815,59.33321174,0,32.12366559,5.029100046,-4.240510133,-6.897774307,3.34
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.879518409,0.251141176,25.08604682,67.82827019,30.99841806,6.350999817,-6.517959183,-6.797622298,3.54
C=CCCC(CC)CCCC,1.42109E-14,0.387069785,58.10076643,0,16.46670825,4.169000044,-3.292314586,-5.287919202,3.43
CC(C)C(C)C(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,-2.376913041,0.400322789,102.4566858,10.99988789,24.08332663,5.492999986,-5.32613828,-6.137476605,3.71
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,0.853947133,0.304167811,299.9942164,0,26.25169364,5.241499849,-5.671923772,-6.353640663,3.385606274
OC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)C(Cl)(Cl)Cl,-0.212284808,0.314394824,284.9255631,42.68334316,26.51255295,5.599499896,-6.095713815,-6.379034176,3.78
COc1c(Cl)c(Cl)cc(Cl)c1Cl,-0.357114847,0.428050193,196.1997353,10.99988789,15.27814381,4.308799908,-4.558285404,-5.138726622,3.69
Clc1ccc(Cl)c(-c2ccccc2)c1,0.325988907,0.353203936,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.86
ClC1=C(Cl)C2(Cl)CC1(Cl)C(=C2Cl)Cl,0.768347413,0.397147882,251.4288222,0,16.9029081,4.73729986,-4.677846955,-5.341314643,3.806179974
Clc1cc2ccccc2c2ccccc12,0.176219645,0.33020338,138.2273354,0,23.57787177,4.646399997,-4.886757907,-6.085705075,3.46
FC(C(C(C(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-3.704659295,0.294414058,20.2322085,83.40904206,15.0481469,4.841099839,-5.333999866,-5.109194105,3.73
c1ccc(Nc2cccc3ccccc23)cc1,-0.470003629,0.278703257,124.3743936,18.01075068,18.30604808,4.583399966,-4.576174287,-5.508556776,3.32
c1(c(c(c(c(c1Cl)Cl)C)Cl)Cl)C,0.571431422,0.425688536,194.6185608,0,27.11042563,4.917039946,-5.316194074,-6.436767292,3.62
Clc1ccc(-c2ccccc2)c(Cl)c1,0.325988907,0.353953706,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.55
CC(CC(=CC(C)(C)C)C)(C)C,3.90799E-14,0.349067306,76.972784,0,18.82657276,4.415000051,-3.826263795,-5.568959871,3.29
CC(C1CCC(CC1)C(C)C)C,-1.06581E-14,0.31649408,45.438944,0,25.03961439,4.104800045,-4.048592861,-6.233959871,3.5
CCCCCCCC[Si](OCC)(OCC)OCC,-1.36790124,0.260777918,64.28516213,0,10.22575661,4.395300038,-3.480473191,-4.427773696,3.26
Clc1c(c2c(oc3c2ccc(c3)Cl)cc1Cl)Cl,-0.357114847,0.307531971,223.3203418,9.507346286,24.71970778,6.199599952,-6.155957595,-6.201891771,3.41
CC(CC1CCCCC1)C,5.32907E-15,0.369042288,32.85759896,0,19.63777748,3.612800032,-3.517477515,-5.661453202,3.3
FC(F)(F)c1ccc(cc1Cl)Cl,-1.95207681,0.709422944,124.6723346,0,20.37061837,4.012199931,-4.458472453,-5.743382144,3.37
c1ccc2c(c1)Cc1ccccc1O2,-0.78845736,0.345027899,95.20251762,10.99988789,10.72428041,3.383099966,-3.837004321,-4.504794713,3.62
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],-2.302585093,0.372536916,61.95298882,169.2508957,15.09535232,4.895140029,-4.478535156,-5.115273777,3.56
c2cc(c(c1c(cccc1Cl)Cl)c(c2)Cl)Cl,0.571431422,0.314357138,233.8256371,0,35.86682464,5.967199877,-6.151360534,-7.218891771,3.85
c2cc1cccc(c1c(c2)Cl)Cl,0.325988907,0.416416987,147.3019148,0,20.20048184,4.146599963,-4.498712146,-5.724494615,3.79
Clc1c(cc(c(c1)Cl)Cl)c1ccccc1,0.456221592,0.336344272,200.652634,0,29.93731836,5.313799895,-5.539529638,-6.701500558,3.88
Clc1c(c(cc(c1Cl)Cl)Cl)Cl,0.674728595,0.47019149,222.7225004,0,24.26278276,4.953599893,-5.244257776,-6.155726622,3.84
N#Cc1ccc(cc1)c2ccc(cc2)CCCCCC,-0.470003629,0.340988122,126.6518889,31.05935577,23.05189298,5.348079991,-5.001263389,-6.031238692,3.59
O(OC(C)(C)CCC(OOC(C)(C)C)(C)C)C(C)(C)C,-1.757857918,0.246112846,93.3211061,54.86246856,13.01385187,4.81720005,-4.132999792,-4.837471673,3.48
FC(F)C(F)(F)Oc1ccc(cc1)C(C)(C)C(C)C(C)C,-2.376913041,0.400322789,102.4566858,10.99988789,24.08332663,5.492999986,-5.32613828,-6.137476605,3.71
Brc1ccc(Br)c(Br)c1,0.819339206,0.51354423,175.4563366,0,20.37061837,3.974100016,-5.10690714,-5.743382144,3.34
Clc1c(c(c(c2c1cccc2)Cl)Cl)Cl,0.571431422,0.368178817,213.647921,0,30.97899458,5.453399926,-5.723469463,-6.795877701,3.52
c1ccc(cc1)c2c(cc(cc2Br)Br)Br,0.819339206,0.312952337,219.7324764,0,34.14349385,5.641099982,-6.559637577,-7.073243436,3.87
CC(C)(c1ccccc1)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,-1.664834776,0.231164421,236.3640212,41.0281086,42.46529294,7.657399915,-7.195160222,-7.746539951,3.45
BrC1CCC(Br)C(Br)CCC1Br,0.990284412,0.3328596,193.9545013,0,21.41230284,4.614400059,-5.831739751,-5.857342957,3.74
Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,-0.966679617,0.284587182,229.4757046,21.99977578,16.73712102,6.198199838,-5.960662646,-5.321102666,3.36
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-1.135779613,0.320481339,226.7286125,20.76489076,11.02101983,4.542899902,-4.543009558,-4.549792136,3.58
c1ccc2c(c1)Oc1ccccc1O2,-1.223775432,0.355391624,96.78369217,21.99977578,3.913240316,3.584599912,-3.499625823,-3.208191173,3.85
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,0.456221592,0.330319965,200.652634,0,29.93731836,5.313799895,-5.539529638,-6.701500558,3.75
CCC1CCCCC1,-5.32907E-15,0.453549057,24.0323947,0,14.52265091,2.976700023,-2.994618393,-5.040859603,3.54
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,0.932793804,0.291306586,346.3399335,0,42.93137632,8.066999853,-7.936175275,-7.782203928,3.76
CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C,-1.526056303,0.297247814,142.6978357,45.65216121,15.25645219,5.152000062,-4.792149715,-5.135950869,3.55
C=C(CC(C)(C)c1ccccc1)c1ccccc1,0,0.255265038,140.2710598,0,28.27999774,5.067700014,-4.942849373,-6.547894107,3.52
Clc1ccc2ccccc2c1,0.176219645,0.44422071,114.1289117,0,15.56660684,3.493199982,-3.889527857,-5.175453945,3.63
Clc1cc2c(oc3c2cc(cc3)Cl)cc1,-0.595865058,0.343872324,156.9743355,9.507346286,15.44775617,4.892799988,-4.931494056,-5.160363364,3.66
C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,-0.646265195,0.277639694,0,0,1.387410578,4.10960006,-4.076836165,-2.407883941,3.54
Clc1c(c(cc2c1Oc1c(cc(cc1)Cl)O2)Cl)Cl,-0.966679617,0.286132876,229.4757046,21.99977578,16.73712102,6.198199838,-5.960662646,-5.321102666,3.35
Clc1ccc2c(ccc3ccccc32)c1,0.176219645,0.327668684,138.2273354,0,23.57787177,4.646399997,-4.886757907,-6.085705075,3.63
OC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-3.684602822,0.304926536,21.43790097,67.82827019,21.68554895,5.080399856,-5.385750673,-5.886774522,3.4
CC(CC1C(CCC(C1)C)C)C,-3.55271E-15,0.316832594,45.438944,0,25.03961439,4.104800045,-4.048592861,-6.233959871,3.37
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-2.368915757,0.253228858,196.9087353,89.20394646,18.02899127,6.627979946,-6.16559935,-5.476055966,3.6
Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,-0.212284808,0.292576579,256.4933449,9.507346286,27.19748426,6.852999933,-6.707274447,-6.445120733,3.57
FC(F)C(F)(F)Oc1ccc(cc1)C(c2ccc(OC(F)(F)C(F)F)cc2)(C)CC(C)C,-3.022529986,0.262883441,145.6714734,21.99977578,33.35637889,7.512099922,-7.235914554,-7.005498151,3.76
CCCC[Sn](CCCC)(CCCC)Cl,0.675034125,0.322853993,41.68280322,0,22.61738925,5.571000017,-4.69069069,-5.985774307,3.3
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.467752618,0.3711831,16.58406265,83.40904206,8.139185318,3.570499878,-4.175090728,-4.082925747,3.6
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,1.136229152,0.392931805,257.0567694,0,34.46984343,5.807520054,-7.270218262,-7.101102403,3.76
ClC(CC(Cl)(Cl)Cl)OC(Cl)CC(Cl)(Cl)Cl,0.293862932,0.342972176,318.258216,10.99988789,16.01874915,5.653399803,-5.074282292,-5.232342957,3.51851394
CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,-1.386294361,0.263006993,123.2248818,77.66340656,19.32781062,4.721100003,-5.365818391,-5.626340594,3.54
O=[N+]([O-])c2ccc(Oc1ccccc1)c(c2(N))Cl,-1.72406932,0.434162745,124.9833342,100.3140406,8.932514229,4.145899974,-3.99137988,-4.218731207,3.46
O=P(OCC(CCl)(CBr)CBr)(OC(CCl)CCl)OC(CCl)CCl,-1.245680806,0.321606212,327.863208,41.0281086,24.87629419,5.851699896,-6.386661766,-6.217614078,3.43
o2c1c(cc(c(c1Cl)Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl,0.138804963,0.265241099,322.8393511,9.507346286,32.31961358,8.159799896,-7.811013215,-6.915034176,3.45
Clc1cccc(-c2ccccc2)c1Cl,0.325988907,0.357074192,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.72
c1cc(cc(c1)CC)c2cccc(c2)CC,7.10543E-15,0.28825956,111.2717516,0,24.17582468,4.478399992,-4.690347761,-6.146891771,3.76
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.684602822,0.304926536,21.43790097,67.82827019,21.68554895,5.080399856,-5.385750673,-5.886774522,3.4
c1ccc2c(c1)cc(c3ccccc23)Cl,0.176219645,0.33020338,138.2273354,0,23.57787177,4.646399997,-4.886757907,-6.085705075,3.48
CC(=CC(C)C)CC(C)C,1.95399E-14,0.410402458,59.32237547,0,14.18616972,3.634800047,-3.249575785,-4.996453202,3.29
c1c(c(cc(c1Br)Br)Br)Br,0.990284412,0.466206602,214.9892871,0,27.11042563,4.736600026,-6.064371773,-6.436767292,3.7
O(c1ccccc1)c2cc(c(cc2Cl)Cl)Cl,-0.483598302,0.317055085,204.7683403,10.99988789,22.30201152,5.439099886,-5.381566769,-5.952500558,3.64
Clc1c(ccc(c1Cl)Cl)Cl,0.571431422,0.512578217,189.5494973,0,21.47637152,4.300199911,-4.686450003,-5.864260622,3.52
n1cnn(c1)[Sn](C2CCCCC2)(C3CCCCC3)C4CCCCC4,-0.7073459,0.206769243,55.25516145,33.44853698,30.50890243,6.074599989,-6.37690099,-6.753486438,3.88
O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C,-1.945910149,0.266054414,169.3890006,93.17965019,10.63346583,4.699999958,-4.982334666,-4.490899543,3.48
C[C](C)C,-2.66454E-15,0.936741929,30.88640887,0,7.447230908,1.620590016,-1.906074379,-3.958961507,3.431363764
Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,0.571431422,0.425688536,194.6185608,0,27.11042563,4.917039946,-5.316194074,-6.436767292,3.61
Clc1ccccc1-c1ccccc1Cl,0.325988907,0.351512996,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.53
Clc1c(ccc(c1)Cl)Oc1ccc(cc1)Cl,-0.483598302,0.312896933,204.7683403,10.99988789,22.30201152,5.439099886,-5.381566769,-5.952500558,3.79
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,-0.470003629,0.227474158,142.9172774,16.78552955,21.94111917,5.694400035,-5.7139944,-5.914134836,3.8
O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S,-1.135779613,0.320481339,226.7286125,20.76489076,11.02101983,4.542899902,-4.543009558,-4.549792136,3.58
Clc1ccc2oc3ccc(Cl)cc3c2c1,-0.595865058,0.343872324,156.9743355,9.507346286,15.44775617,4.892799988,-4.931494056,-5.160363364,3.66
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-3.807950549,0.265030753,24.53140175,42.68334316,32.16602443,5.961499833,-6.097393916,-6.90150989,3.3
C=C(C)CCC(C)CCC(C)C,2.84217E-14,0.360854689,64.39143895,0,18.82657276,4.415000051,-3.654399329,-5.568959871,3.42
c1c2c(cc3c1cccc3)cccc2,-1.77636E-15,0.342691663,105.0543323,0,18.7624803,3.993000016,-4.27981644,-5.56156788,3.26
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-1.571652968,0.434161965,164.8758372,67.41685311,16.32130647,5.217099898,-4.925300573,-5.269963672,3.73
C=CCC=CCC=CCC=CC,7.10543E-15,0.357939278,98.52945179,0,16.35718808,4.031200066,-3.249396293,-5.274402067,3.61
o2c1cc(c(cc1c3c2cc(c(c3Cl)Cl)Cl)Cl)Cl,-0.212284808,0.291172816,256.4933449,9.507346286,27.19748426,6.852999933,-6.707274447,-6.445120733,3.58
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.362376855,0.406527977,28.23961665,0,26.50494122,5.135199882,-5.007290812,-6.378294982,3.41
C(=CC(C)CC(C)CC(C)C)C,3.55271E-15,0.336184386,68.14757973,0,18.82657276,4.270900056,-3.663577863,-5.568959871,3.25
Brc1cc(cc(c1)Br)Br,0.819339206,0.513125161,175.4563366,0,20.37061837,3.974100016,-5.10690714,-5.743382144,3.62
COc1cc(Cl)ccc1Oc1ccc(cc1Cl)Cl,-1.037410417,0.278905567,211.4185783,21.99977578,16.73712102,5.447699882,-5.281628989,-5.321102666,3.5
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C,-2.368915757,0.253228858,196.9087353,89.20394646,18.02899127,6.627979946,-6.16559935,-5.476055966,3.6
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,-1.526056303,0.297247814,142.6978357,45.65216121,15.25645219,5.152000062,-4.792149715,-5.135950869,3.55
CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,-0.78845736,0.30055165,132.0272577,42.68334316,26.09713771,5.65420001,-5.520338801,-6.338535769,3.77633791
COc1cc(Cl)c(Cl)c(Cl)c1OC,-1.037410417,0.393643737,169.6769703,21.99977578,9.168405609,3.663999923,-3.906529446,-4.257937517,3.5
C(COP(=O)(O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-4.110877143,0.181857263,57.86698238,71.23832877,50.26550861,9.377799749,-8.550644332,-8.319817248,3.504878459
C1CCC2CCCCC2(C1),-1.77636E-15,0.374181119,20.27625391,0,19.63777748,3.366800025,-3.562486046,-5.661453202,3.37
CCC,8.88178E-16,1.108724846,20.18494026,0,5.179622782,1.416300014,-1.575350221,-3.505878464,3.444044796
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,-0.356694944,0.312048432,142.1437121,0,24.51967946,1.645799913,-4.593944613,-6.181734995,3.49
Cc1ccc2c(c1)CCCC2(C)C,-3.55271E-15,0.348388717,72.06467528,0,19.41796252,3.608920045,-4.124546661,-5.636581727,3.33
CCCCCCC(CC)CC,-1.77636E-14,0.3267141,44.21733496,0,26.16239844,4.393000036,-3.691154517,-6.344919202,3.32
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-0.78845736,0.3712681,92.82018137,42.68334316,19.59548506,4.549600065,-4.601029142,-5.656678785,3.69
CC1(CC(CC(C1)C)C)C,7.10543E-15,0.389768772,42.90441227,0,19.63777748,3.468700036,-3.579024516,-5.661453202,3.65
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,-0.966679617,0.286132876,229.4757046,21.99977578,16.73712102,6.198199838,-5.960662646,-5.321102666,3.35
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,0.768347413,0.282551027,300.1716434,0,41.8568834,7.27399984,-7.253317222,-7.699689591,3.36
Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,-0.357114847,0.307531971,223.3203418,9.507346286,24.71970778,6.199599952,-6.155957595,-6.201891771,3.41
n1c(OP(OC)(OC)=S)c(cc(c1Cl)Cl)Cl,-1.312001757,0.324621693,216.3947103,37.55042031,6.972217573,3.937899891,-4.158783581,-3.870495706,3.26
c1c(cc(c(c1Cl)Cl)Cl)Cl,0.571431422,0.510863714,189.5494973,0,21.47637152,4.300199911,-4.686450003,-5.864260622,3.36
Clc1ccccc1NNc1ccccc1Cl,-0.595865058,0.305394754,166.6219761,35.77645714,19.33865936,4.432399899,-4.623994155,-5.627574259,3.65
O1c3cc(cc(c3(Oc2c1cc(cc2Cl)Cl))Cl)Cl,-0.966679617,0.284616748,229.4757046,21.99977578,16.73712102,6.198199838,-5.960662646,-5.321102666,3.76
O(c1cc(c(c(c1(OC))Cl)Cl)Cl)C,-1.037410417,0.393643737,169.6769703,21.99977578,9.168405609,3.663999923,-3.906529446,-4.257937517,3.5
o1c2ccccc2c3ccccc13,-0.78845736,0.394057623,90.62832929,9.507346286,8.173768227,3.586000025,-3.71226531,-4.088980278,3.342422681
c1csc(-c2cccs2)c1,0.580090458,0.459204165,118.4753154,0,8.971832865,3.476600006,-3.588882884,-4.225301799,3.55
O=[N+]([O-])c1c(c(cc(c1Cl)Cl)Cl)Cl,-1.172234429,0.601149445,182.8299974,56.41696522,15.9895326,4.731599905,-4.731205431,-5.228691361,3.25
Fc1cccc(F)c1C3=NC(c2ccc(cc2(OCC))C(C)(C)C)CO3,-2.114543206,0.315772449,139.1998614,38.78530532,24.77999486,5.179100014,-5.516055489,-6.207950869,3.46
O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-1.115371072,0.389807878,273.6183608,39.24730363,9.70603635,3.689799856,-4.565178617,-4.345451227,3.44
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,0.674728595,0.29964687,266.9986402,0,38.83932883,6.620599858,-6.702045034,-7.462120733,3.84
N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3,-2.436766274,0.274622329,200.2871579,78.20405858,17.78443427,6.543979932,-6.056831307,-5.447159502,3.29
CC(C)CC1CCCCC1,1.06581E-14,0.369042288,32.85759896,0,19.63777748,3.612800032,-3.517477515,-5.661453202,3.3
CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-0.78845736,0.3712681,92.82018137,42.68334316,19.59548506,4.549600065,-4.601029142,-5.656678785,3.687528961
O(c1cc(c(c(c1Cl)Cl)Cl)Cl)C,-0.357114847,0.429014819,196.1997353,10.99988789,15.27814381,4.308799908,-4.558285404,-5.138726622,3.51
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-0.0428679,0.271979372,244.4276092,10.99988789,19.81735853,4.481399871,-5.193537242,-5.681669184,3.71
Clc1c(c(c(c2c1Oc1c(cccc1)O2)Cl)Cl)Cl,-0.966679617,0.288587918,229.4757046,21.99977578,16.73712102,6.198199838,-5.960662646,-5.321102666,3.48
O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1,-2.265506085,0.293561616,186.6966218,36.14481492,29.16420881,6.66241996,-6.41552243,-6.63038969,3.78
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],-1.794189847,0.390745655,171.5260753,78.41674099,12.30913055,5.225699894,-4.854916347,-4.738437052,3.44
CCCCCCc1ccc(cc1)c2ccc(cc2)C#N,-0.470003629,0.340988122,126.6518889,31.05935577,23.05189298,5.348079991,-5.001263389,-6.031238692,3.691965103
O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C),-2.901839089,0.315310107,140.9995644,36.14481492,34.42353176,5.551819965,-6.106504014,-7.097157042,3.48
c2cc1ccc(cc1c(c2)C(C)C)C(C)C,3.55271E-15,0.294444893,103.6753806,0,24.99406143,5.08660005,-4.889264158,-6.229406108,3.27
c1cccc2ccc3c(c12)cccc3,0,0.343503255,105.0543323,0,18.7624803,3.993000016,-4.27981644,-5.56156788,3.36
CCCCCCCCCCC=C,-4.9738E-14,0.35473254,56.87915738,0,27.57257957,4.703200042,-3.728881727,-6.480959871,3.4
Clc1cc(Cl)cc(Cl)c1,0.456221592,0.557192927,156.3764942,0,16.5069556,3.646799929,-4.068578467,-5.292875287,3.31
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.293862932,0.34451477,322.3739223,10.99988789,16.01874915,4.958199807,-5.064566293,-5.232342957,3.44
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,-1.757857918,0.246112846,93.3211061,54.86246856,13.01385187,4.81720005,-4.132999792,-4.837471673,3.73
Nc2ccc(c1ccc(N)c(c1Cl)Cl)c(c2Cl)Cl,-0.357114847,0.283515936,220.3866373,65.79437494,16.73712102,5.131599993,-5.321599615,-5.321102666,3.41
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-0.483598302,0.312896933,204.7683403,10.99988789,22.30201152,5.439099886,-5.381566769,-5.952500558,3.79
c1c(c(cc(c1Cl)Cl)Cl)C,0.456221592,0.503983217,158.9110259,0,19.06423182,3.955219947,-4.380963705,-5.596260622,3.78
Clc1cc(cc(c1)c1ccccc1)Cl,0.325988907,0.353686807,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.44
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-0.646265195,0.274067301,0,0,1.387410578,4.10960006,-4.076836165,-2.407883941,3.45
C1(=C(C2(C(=C(C1(C2)Cl)Cl)Cl)Cl)Cl)Cl,0.768347413,0.397147882,251.4288222,0,16.9029081,4.73729986,-4.677846955,-5.341314643,3.81
CC(=CC(C)(C)C)CC(C)(C)C,1.06581E-14,0.349067306,76.972784,0,18.82657276,4.415000051,-3.826263795,-5.568959871,3.29
O=P(SCCCC)(SCCCC)SCCCC,0.401791703,0.434200859,134.5339831,20.26321783,11.03541738,6.694399945,-4.416210104,-4.551959871,3.48
OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,-3.743114293,0.284672486,33.77634764,89.82804597,9.079156902,4.94359985,-5.499094889,-4.243163935,3.313353923
CC(C)CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,-3.022529986,0.262883441,145.6714734,21.99977578,33.35637889,7.512099922,-7.235914554,-7.005498151,3.76
Clc1c(cccc1Cl)c1ccccc1,0.325988907,0.357074192,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.85
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,-1.526056303,0.309805167,120.6810515,86.31135543,10.43807564,4.102600023,-4.375803323,-4.460801083,3.83
Cc1cccc(C(C)c2ccccc2)c1C,2.84217E-14,0.285402642,115.0278924,0,24.17582468,4.455240034,-4.737705557,-6.146891771,3.36
CC1CC(CC(C1)C)C,4.44089E-15,0.419962512,34.079208,0,17.04094431,3.078600034,-3.286717308,-5.358067867,3.34
Cc1cc(Cl)c(Cl)cc1Cl,0.456221592,0.503983217,158.9110259,0,19.06423182,3.955219947,-4.380963705,-5.596260622,3.68
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-3.403118868,0.40683392,35.98567844,10.99988789,14.98878374,4.329099879,-4.719740816,-5.101535062,3.41
c1ccc(cc1)c3ccccc3(c2ccccc2),3.55271E-14,0.259472829,145.4097644,0,26.67448757,5.020599917,-5.104980543,-6.394734995,3.3
CCCCCCCCCCCCc1ccc(O)cc1,-0.78845736,0.332248842,77.79561824,42.68334316,33.86630796,5.855600029,-4.986757588,-7.049476605,3.78
O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(OC(F)(F)C(F)OC(F)(F)F)c(c2)Cl,-3.1759892,0.266155518,155.8514454,108.3111312,11.09529458,5.383699916,-6.144354796,-4.560960009,3.32
c1cc(ccc1c2ccc(cc2)Cl)Cl,0.325988907,0.348384322,167.4796309,0,24.47640425,4.660399914,-4.928902457,-6.177363364,3.58
